,year,category,oscar_wins,entity
1254,2005,supporting_actor,False,matt dillon
1255,2005,supporting_actor,False,paul giamatti
1256,2005,supporting_actor,False,jake gyllenhaal
1257,2005,supporting_actor,False,william hurt
1258,2006,supporting_actor,True,alan arkin
1259,2006,supporting_actor,False,jackie earle haley
1260,2006,supporting_actor,False,djimon hounsou
1261,2006,supporting_actor,False,eddie murphy
1262,2006,supporting_actor,False,mark wahlberg
1263,2007,supporting_actor,False,casey affleck
1264,2007,supporting_actor,True,javier bardem
1265,2007,supporting_actor,False,philip seymour hoffman
1266,2007,supporting_actor,False,hal holbrook
1267,2007,supporting_actor,False,tom wilkinson
1268,2008,supporting_actor,False,josh brolin
1269,2008,supporting_actor,False,robert downey jr.
1270,2008,supporting_actor,False,philip seymour hoffman
1271,2008,supporting_actor,True,heath ledger
1272,2008,supporting_actor,False,michael shannon
1273,2009,supporting_actor,False,matt damon
1274,2009,supporting_actor,False,woody harrelson
1275,2009,supporting_actor,False,christopher plummer
1276,2009,supporting_actor,False,stanley tucci
1277,2009,supporting_actor,True,christoph waltz
1278,2010,supporting_actor,True,christian bale
1279,2010,supporting_actor,False,john hawkes
1280,2010,supporting_actor,False,jeremy renner
1281,2010,supporting_actor,False,mark ruffalo
1282,2010,supporting_actor,False,geoffrey rush
1283,2011,supporting_actor,False,kenneth branagh
1284,2011,supporting_actor,False,jonah hill
1285,2011,supporting_actor,False,nick nolte
1286,2011,supporting_actor,True,christopher plummer
1287,2011,supporting_actor,False,max von sydow
1288,2012,supporting_actor,False,alan arkin
1289,2012,supporting_actor,False,robert de niro
1290,2012,supporting_actor,False,philip seymour hoffman
1291,2012,supporting_actor,False,tommy lee jones
1292,2012,supporting_actor,True,christoph waltz
1293,2013,supporting_actor,False,barkhad abdi
1294,2013,supporting_actor,False,bradley cooper
1295,2013,supporting_actor,False,michael fassbender
1296,2013,supporting_actor,False,jonah hill
1297,2013,supporting_actor,True,jared leto
1298,2014,supporting_actor,False,robert duvall
1299,2014,supporting_actor,False,ethan hawke
1300,2014,supporting_actor,False,edward norton
1301,2014,supporting_actor,False,mark ruffalo
1302,2014,supporting_actor,True,j.k. simmons
1303,2015,supporting_actor,False,christian bale
1304,2015,supporting_actor,False,tom hardy
1305,2015,supporting_actor,False,mark ruffalo
1306,2015,supporting_actor,True,mark rylance
1307,2015,supporting_actor,False,sylvester stallone
1308,2016,supporting_actor,True,mahershala ali
1309,2016,supporting_actor,False,jeff bridges
1310,2016,supporting_actor,False,lucas hedges
1311,2016,supporting_actor,False,dev patel
1312,2016,supporting_actor,False,michael shannon
1313,2017,supporting_actor,False,willem dafoe
1314,2017,supporting_actor,False,woody harrelson
1315,2017,supporting_actor,False,richard jenkins
1316,2017,supporting_actor,False,christopher plummer
1317,2017,supporting_actor,True,sam rockwell
1318,1936,supporting_actress,False,beulah bondi
1319,1936,supporting_actress,False,alice brady
1320,1936,supporting_actress,False,bonita granville
1321,1936,supporting_actress,False,maria ouspenskaya
1322,1936,supporting_actress,True,gale sondergaard
1323,1937,supporting_actress,True,alice brady
1324,1937,supporting_actress,False,andrea leeds
1325,1937,supporting_actress,False,anne shirley
1326,1937,supporting_actress,False,claire trevor
1327,1937,supporting_actress,False,dame may whitty
1328,1938,supporting_actress,True,fay bainter
1329,1938,supporting_actress,False,beulah bondi
1330,1938,supporting_actress,False,billie burke
1331,1938,supporting_actress,False,spring byington
1332,1938,supporting_actress,False,miliza korjus
1333,1939,supporting_actress,False,olivia de havilland
1334,1939,supporting_actress,False,geraldine fitzgerald
1335,1939,supporting_actress,True,hattie mcdaniel
1336,1939,supporting_actress,False,edna may oliver
1337,1939,supporting_actress,False,maria ouspenskaya
1338,1940,supporting_actress,False,judith anderson
1339,1940,supporting_actress,True,jane darwell
1340,1940,supporting_actress,False,ruth hussey
1341,1940,supporting_actress,False,barbara o'neil
1342,1940,supporting_actress,False,marjorie rambeau
1343,1941,supporting_actress,False,sara allgood
1344,1941,supporting_actress,True,mary astor
1345,1941,supporting_actress,False,patricia collinge
1346,1941,supporting_actress,False,teresa wright
1347,1941,supporting_actress,False,margaret wycherly
1348,1942,supporting_actress,False,gladys cooper
1349,1942,supporting_actress,False,agnes moorehead
1350,1942,supporting_actress,False,susan peters
1351,1942,supporting_actress,False,dame may whitty
1352,1942,supporting_actress,True,teresa wright
1353,1943,supporting_actress,False,gladys cooper
1354,1943,supporting_actress,False,paulette goddard
1355,1943,supporting_actress,True,katina paxinou
1356,1943,supporting_actress,False,anne revere
1357,1943,supporting_actress,False,lucile watson
1358,1944,supporting_actress,True,ethel barrymore
1359,1944,supporting_actress,False,jennifer jones
1360,1944,supporting_actress,False,angela lansbury
1361,1944,supporting_actress,False,aline macmahon
1362,1944,supporting_actress,False,agnes moorehead
1363,1945,supporting_actress,False,eve arden
1364,1945,supporting_actress,False,ann blyth
1365,1945,supporting_actress,False,angela lansbury
1366,1945,supporting_actress,False,joan lorring
1367,1945,supporting_actress,True,anne revere
1368,1946,supporting_actress,False,ethel barrymore
1369,1946,supporting_actress,True,anne baxter
1370,1946,supporting_actress,False,lillian gish
1371,1946,supporting_actress,False,flora robson
1372,1946,supporting_actress,False,gale sondergaard
1373,1947,supporting_actress,False,ethel barrymore
1374,1947,supporting_actress,False,gloria grahame
1375,1947,supporting_actress,True,celeste holm
1376,1947,supporting_actress,False,marjorie main
1377,1947,supporting_actress,False,anne revere
1378,1948,supporting_actress,False,barbara bel geddes
1379,1948,supporting_actress,False,ellen corby
1380,1948,supporting_actress,False,agnes moorehead
1381,1948,supporting_actress,False,jean simmons
1382,1948,supporting_actress,True,claire trevor
1383,1949,supporting_actress,False,ethel barrymore
1384,1949,supporting_actress,False,celeste holm
1385,1949,supporting_actress,False,elsa lanchester
1386,1949,supporting_actress,True,mercedes mccambridge
1387,1949,supporting_actress,False,ethel waters
1388,1950,supporting_actress,False,hope emerson
1389,1950,supporting_actress,False,celeste holm
1390,1950,supporting_actress,True,josephine hull
1391,1950,supporting_actress,False,nancy olson
1392,1950,supporting_actress,False,thelma ritter
1393,1951,supporting_actress,False,joan blondell
1394,1951,supporting_actress,False,mildred dunnock
1395,1951,supporting_actress,False,lee grant
1396,1951,supporting_actress,True,kim hunter
1397,1951,supporting_actress,False,thelma ritter
1398,1952,supporting_actress,True,gloria grahame
1399,1952,supporting_actress,False,jean hagen
1400,1952,supporting_actress,False,colette marchand
1401,1952,supporting_actress,False,terry moore
1402,1952,supporting_actress,False,thelma ritter
1403,1953,supporting_actress,False,grace kelly
1404,1953,supporting_actress,False,geraldine page
1405,1953,supporting_actress,False,marjorie rambeau
1406,1953,supporting_actress,True,donna reed
1407,1953,supporting_actress,False,thelma ritter
1408,1954,supporting_actress,False,nina foch
1409,1954,supporting_actress,False,katy jurado
1410,1954,supporting_actress,True,eva marie saint
1411,1954,supporting_actress,False,jan sterling
1412,1954,supporting_actress,False,claire trevor
1413,1955,supporting_actress,False,betsy blair
1414,1955,supporting_actress,False,peggy lee
1415,1955,supporting_actress,False,marisa pavan
1416,1955,supporting_actress,True,jo van fleet
1417,1955,supporting_actress,False,natalie wood
1418,1956,supporting_actress,False,mildred dunnock
1419,1956,supporting_actress,False,eileen heckart
1420,1956,supporting_actress,False,mercedes mccambridge
1421,1956,supporting_actress,False,patty mccormack
1422,1956,supporting_actress,True,dorothy malone
1423,1957,supporting_actress,False,carolyn jones
1424,1957,supporting_actress,False,elsa lanchester
1425,1957,supporting_actress,False,hope lange
1426,1957,supporting_actress,True,miyoshi umeki
1427,1957,supporting_actress,False,diane varsi
1428,1958,supporting_actress,False,peggy cass
1429,1958,supporting_actress,True,wendy hiller
1430,1958,supporting_actress,False,martha hyer
1431,1958,supporting_actress,False,maureen stapleton
1432,1958,supporting_actress,False,cara williams
1433,1959,supporting_actress,False,hermione baddeley
1434,1959,supporting_actress,False,susan kohner
1435,1959,supporting_actress,False,juanita moore
1436,1959,supporting_actress,False,thelma ritter
1437,1959,supporting_actress,True,shelley winters
1438,1960,supporting_actress,False,glynis johns
1439,1960,supporting_actress,True,shirley jones
1440,1960,supporting_actress,False,shirley knight
1441,1960,supporting_actress,False,janet leigh
1442,1960,supporting_actress,False,mary ure
1443,1961,supporting_actress,False,fay bainter
1444,1961,supporting_actress,False,judy garland
1445,1961,supporting_actress,False,lotte lenya
1446,1961,supporting_actress,False,una merkel
1447,1961,supporting_actress,True,rita moreno
1448,1962,supporting_actress,False,mary badham
1449,1962,supporting_actress,True,patty duke
1450,1962,supporting_actress,False,shirley knight
1451,1962,supporting_actress,False,angela lansbury
1452,1962,supporting_actress,False,thelma ritter
1453,1963,supporting_actress,False,diane cilento
1454,1963,supporting_actress,False,dame edith evans
1455,1963,supporting_actress,False,joyce redman
1456,1963,supporting_actress,True,margaret rutherford
1457,1963,supporting_actress,False,lilia skala
1458,1964,supporting_actress,False,gladys cooper
1459,1964,supporting_actress,False,dame edith evans
1460,1964,supporting_actress,False,grayson hall
1461,1964,supporting_actress,True,lila kedrova
1462,1964,supporting_actress,False,agnes moorehead
1463,1965,supporting_actress,False,ruth gordon
1464,1965,supporting_actress,False,joyce redman
1465,1965,supporting_actress,False,maggie smith
1466,1965,supporting_actress,True,shelley winters
1467,1965,supporting_actress,False,peggy wood
1468,1966,supporting_actress,True,sandy dennis
1469,1966,supporting_actress,False,wendy hiller
1470,1966,supporting_actress,False,jocelyne lagarde
1471,1966,supporting_actress,False,vivien merchant
1472,1966,supporting_actress,False,geraldine page
1473,1967,supporting_actress,False,carol channing
1474,1967,supporting_actress,False,mildred natwick
1475,1967,supporting_actress,True,estelle parsons
1476,1967,supporting_actress,False,beah richards
1477,1967,supporting_actress,False,katharine ross
1478,1968,supporting_actress,False,lynn carlin
1479,1968,supporting_actress,True,ruth gordon
1480,1968,supporting_actress,False,sondra locke
1481,1968,supporting_actress,False,kay medford
1482,1968,supporting_actress,False,estelle parsons
1483,1969,supporting_actress,False,catherine burns
1484,1969,supporting_actress,False,dyan cannon
1485,1969,supporting_actress,True,goldie hawn
1486,1969,supporting_actress,False,sylvia miles
1487,1969,supporting_actress,False,susannah york
1488,1970,supporting_actress,False,karen black
1489,1970,supporting_actress,False,lee grant
1490,1970,supporting_actress,True,helen hayes
1491,1970,supporting_actress,False,sally kellerman
1492,1970,supporting_actress,False,maureen stapleton
1493,1971,supporting_actress,False,ann-margret
1494,1971,supporting_actress,False,ellen burstyn
1495,1971,supporting_actress,False,barbara harris
1496,1971,supporting_actress,True,cloris leachman
1497,1971,supporting_actress,False,margaret leighton
1498,1972,supporting_actress,False,jeannie berlin
1499,1972,supporting_actress,True,eileen heckart
1500,1972,supporting_actress,False,geraldine page
1501,1972,supporting_actress,False,susan tyrrell
1502,1972,supporting_actress,False,shelley winters
1503,1973,supporting_actress,False,linda blair
1504,1973,supporting_actress,False,candy clark
1505,1973,supporting_actress,False,madeline kahn
1506,1973,supporting_actress,True,tatum o'neal
1507,1973,supporting_actress,False,sylvia sidney
1508,1974,supporting_actress,True,ingrid bergman
1509,1974,supporting_actress,False,valentina cortese
1510,1974,supporting_actress,False,madeline kahn
1511,1974,supporting_actress,False,diane ladd
1512,1974,supporting_actress,False,talia shire
1513,1975,supporting_actress,False,ronee blakley
1514,1975,supporting_actress,True,lee grant
1515,1975,supporting_actress,False,sylvia miles
1516,1975,supporting_actress,False,lily tomlin
1517,1975,supporting_actress,False,brenda vaccaro
1518,1976,supporting_actress,False,jane alexander
1519,1976,supporting_actress,False,jodie foster
1520,1976,supporting_actress,False,lee grant
1521,1976,supporting_actress,False,piper laurie
1522,1976,supporting_actress,True,beatrice straight
1523,1977,supporting_actress,False,leslie browne
1524,1977,supporting_actress,False,quinn cummings
1525,1977,supporting_actress,False,melinda dillon
1526,1977,supporting_actress,True,vanessa redgrave
1527,1977,supporting_actress,False,tuesday weld
1528,1978,supporting_actress,False,dyan cannon
1529,1978,supporting_actress,False,penelope milford
1530,1978,supporting_actress,True,maggie smith
1531,1978,supporting_actress,False,maureen stapleton
1532,1978,supporting_actress,False,meryl streep
1533,1979,supporting_actress,False,jane alexander
1534,1979,supporting_actress,False,barbara barrie
1535,1979,supporting_actress,False,candice bergen
1536,1979,supporting_actress,False,mariel hemingway
1537,1979,supporting_actress,True,meryl streep
1538,1980,supporting_actress,False,eileen brennan
1539,1980,supporting_actress,False,eva le gallienne
1540,1980,supporting_actress,False,cathy moriarty
1541,1980,supporting_actress,False,diana scarwid
1542,1980,supporting_actress,True,mary steenburgen
1543,1981,supporting_actress,False,melinda dillon
1544,1981,supporting_actress,False,jane fonda
1545,1981,supporting_actress,False,joan hackett
1546,1981,supporting_actress,False,elizabeth mcgovern
1547,1981,supporting_actress,True,maureen stapleton
1548,1982,supporting_actress,False,glenn close
1549,1982,supporting_actress,False,teri garr
1550,1982,supporting_actress,True,jessica lange
1551,1982,supporting_actress,False,kim stanley
1552,1982,supporting_actress,False,lesley ann warren
1553,1983,supporting_actress,False,cher
1554,1983,supporting_actress,False,glenn close
1555,1983,supporting_actress,True,linda hunt
1556,1983,supporting_actress,False,amy irving
1557,1983,supporting_actress,False,alfre woodard
1558,1984,supporting_actress,True,peggy ashcroft
1559,1984,supporting_actress,False,glenn close
1560,1984,supporting_actress,False,lindsay crouse
1561,1984,supporting_actress,False,christine lahti
1562,1984,supporting_actress,False,geraldine page
1563,1985,supporting_actress,False,margaret avery
1564,1985,supporting_actress,True,anjelica huston
1565,1985,supporting_actress,False,amy madigan
1566,1985,supporting_actress,False,meg tilly
1567,1985,supporting_actress,False,oprah winfrey
1568,1986,supporting_actress,False,tess harper
1569,1986,supporting_actress,False,piper laurie
1570,1986,supporting_actress,False,mary elizabeth mastrantonio
1571,1986,supporting_actress,False,maggie smith
1572,1986,supporting_actress,True,dianne wiest
1573,1987,supporting_actress,False,norma aleandro
1574,1987,supporting_actress,False,anne archer
1575,1987,supporting_actress,True,olympia dukakis
1576,1987,supporting_actress,False,anne ramsey
1577,1987,supporting_actress,False,ann sothern
1578,1988,supporting_actress,False,joan cusack
1579,1988,supporting_actress,True,geena davis
1580,1988,supporting_actress,False,frances mcdormand
1581,1988,supporting_actress,False,michelle pfeiffer
1582,1988,supporting_actress,False,sigourney weaver
1583,1989,supporting_actress,True,brenda fricker
1584,1989,supporting_actress,False,anjelica huston
1585,1989,supporting_actress,False,lena olin
1586,1989,supporting_actress,False,julia roberts
1587,1989,supporting_actress,False,dianne wiest
1588,1990,supporting_actress,False,annette bening
1589,1990,supporting_actress,False,lorraine bracco
1590,1990,supporting_actress,True,whoopi goldberg
1591,1990,supporting_actress,False,diane ladd
1592,1990,supporting_actress,False,mary mcdonnell
1593,1991,supporting_actress,False,diane ladd
1594,1991,supporting_actress,False,juliette lewis
1595,1991,supporting_actress,False,kate nelligan
1596,1991,supporting_actress,True,mercedes ruehl
1597,1991,supporting_actress,False,jessica tandy
1598,1992,supporting_actress,False,judy davis
1599,1992,supporting_actress,False,joan plowright
1600,1992,supporting_actress,False,vanessa redgrave
1601,1992,supporting_actress,False,miranda richardson
1602,1992,supporting_actress,True,marisa tomei
1603,1993,supporting_actress,False,holly hunter
1604,1993,supporting_actress,True,anna paquin
1605,1993,supporting_actress,False,rosie perez
1606,1993,supporting_actress,False,winona ryder
1607,1993,supporting_actress,False,emma thompson
1608,1994,supporting_actress,False,rosemary harris
1609,1994,supporting_actress,False,helen mirren
1610,1994,supporting_actress,False,uma thurman
1611,1994,supporting_actress,False,jennifer tilly
1612,1994,supporting_actress,True,dianne wiest
1613,1995,supporting_actress,False,joan allen
1614,1995,supporting_actress,False,kathleen quinlan
1615,1995,supporting_actress,True,mira sorvino
1616,1995,supporting_actress,False,mare winningham
1617,1995,supporting_actress,False,kate winslet
1618,1996,supporting_actress,False,joan allen
1619,1996,supporting_actress,False,lauren bacall
1620,1996,supporting_actress,True,juliette binoche
1621,1996,supporting_actress,False,barbara hershey
1622,1996,supporting_actress,False,marianne jean-baptiste
1623,1997,supporting_actress,True,kim basinger
1624,1997,supporting_actress,False,joan cusack
1625,1997,supporting_actress,False,minnie driver
1626,1997,supporting_actress,False,julianne moore
1627,1997,supporting_actress,False,gloria stuart
1628,1998,supporting_actress,False,kathy bates
1629,1998,supporting_actress,False,brenda blethyn
1630,1998,supporting_actress,True,judi dench
1631,1998,supporting_actress,False,rachel griffiths
1632,1998,supporting_actress,False,lynn redgrave
1633,1999,supporting_actress,False,toni collette
1634,1999,supporting_actress,True,angelina jolie
1635,1999,supporting_actress,False,catherine keener
1636,1999,supporting_actress,False,samantha morton
1637,1999,supporting_actress,False,chloë sevigny
1638,2000,supporting_actress,False,judi dench
1639,2000,supporting_actress,True,marcia gay harden
1640,2000,supporting_actress,False,kate hudson
1641,2000,supporting_actress,False,frances mcdormand
1642,2000,supporting_actress,False,julie walters
1643,2001,supporting_actress,True,jennifer connelly
1644,2001,supporting_actress,False,helen mirren
1645,2001,supporting_actress,False,maggie smith
1646,2001,supporting_actress,False,marisa tomei
1647,2001,supporting_actress,False,kate winslet
1648,2002,supporting_actress,False,kathy bates
1649,2002,supporting_actress,False,julianne moore
1650,2002,supporting_actress,False,queen latifah
1651,2002,supporting_actress,False,meryl streep
1652,2002,supporting_actress,True,catherine zeta-jones
1653,2003,supporting_actress,False,shohreh aghdashloo
1654,2003,supporting_actress,False,patricia clarkson
1655,2003,supporting_actress,False,marcia gay harden
1656,2003,supporting_actress,False,holly hunter
1657,2003,supporting_actress,True,renée zellweger
1658,2004,supporting_actress,True,cate blanchett
1659,2004,supporting_actress,False,laura linney
1660,2004,supporting_actress,False,virginia madsen
1661,2004,supporting_actress,False,sophie okonedo
1662,2004,supporting_actress,False,natalie portman
1663,2005,supporting_actress,False,amy adams
1664,2005,supporting_actress,False,catherine keener
1665,2005,supporting_actress,False,frances mcdormand
1666,2005,supporting_actress,True,rachel weisz
1667,2005,supporting_actress,False,michelle williams
1668,2006,supporting_actress,False,adriana barraza
1669,2006,supporting_actress,False,cate blanchett
1670,2006,supporting_actress,False,abigail breslin
1671,2006,supporting_actress,True,jennifer hudson
1672,2006,supporting_actress,False,rinko kikuchi
1673,2007,supporting_actress,False,cate blanchett
1674,2007,supporting_actress,False,ruby dee
1675,2007,supporting_actress,False,saoirse ronan
1676,2007,supporting_actress,False,amy ryan
1677,2007,supporting_actress,True,tilda swinton
1678,2008,supporting_actress,False,amy adams
1679,2008,supporting_actress,True,penélope cruz
1680,2008,supporting_actress,False,viola davis
1681,2008,supporting_actress,False,taraji p. henson
1682,2008,supporting_actress,False,marisa tomei
1683,2009,supporting_actress,False,penélope cruz
1684,2009,supporting_actress,False,vera farmiga
1685,2009,supporting_actress,False,maggie gyllenhaal
1686,2009,supporting_actress,False,anna kendrick
1687,2009,supporting_actress,True,mo'nique
1688,2010,supporting_actress,False,amy adams
1689,2010,supporting_actress,False,helena bonham carter
1690,2010,supporting_actress,True,melissa leo
1691,2010,supporting_actress,False,hailee steinfeld
1692,2010,supporting_actress,False,jacki weaver
1693,2011,supporting_actress,False,bérénice bejo
1694,2011,supporting_actress,False,jessica chastain
1695,2011,supporting_actress,False,melissa mccarthy
1696,2011,supporting_actress,False,janet mcteer
1697,2011,supporting_actress,True,octavia spencer
1698,2012,supporting_actress,False,amy adams
1699,2012,supporting_actress,False,sally field
1700,2012,supporting_actress,True,anne hathaway
1701,2012,supporting_actress,False,helen hunt
1702,2012,supporting_actress,False,jacki weaver
1703,2013,supporting_actress,False,sally hawkins
1704,2013,supporting_actress,False,jennifer lawrence
1705,2013,supporting_actress,True,lupita nyong'o
1706,2013,supporting_actress,False,julia roberts
1707,2013,supporting_actress,False,june squibb
1708,2014,supporting_actress,True,patricia arquette
1709,2014,supporting_actress,False,laura dern
1710,2014,supporting_actress,False,keira knightley
1711,2014,supporting_actress,False,emma stone
1712,2014,supporting_actress,False,meryl streep
1713,2015,supporting_actress,False,jennifer jason leigh
1714,2015,supporting_actress,False,rooney mara
1715,2015,supporting_actress,False,rachel mcadams
1716,2015,supporting_actress,True,alicia vikander
1717,2015,supporting_actress,False,kate winslet
1718,2016,supporting_actress,True,viola davis
1719,2016,supporting_actress,False,naomie harris
1720,2016,supporting_actress,False,nicole kidman
1721,2016,supporting_actress,False,octavia spencer
1722,2016,supporting_actress,False,michelle williams
1723,2017,supporting_actress,False,mary j. blige
1724,2017,supporting_actress,True,allison janney
1725,2017,supporting_actress,False,lesley manville
1726,2017,supporting_actress,False,laurie metcalf
1727,2017,supporting_actress,False,octavia spencer
1728,2018,best_picture,True,the shape of water
1729,2018,best_picture,False,call me by your name
1730,2018,best_picture,False,darkest hour
1731,2018,best_picture,False,dunkirk
1732,2018,best_picture,False,get out
1733,2018,best_picture,False,lady bird
1734,2018,best_picture,False,phantom thread
1735,2018,best_picture,False,the post
1736,2018,best_picture,False,"three billbaords outside of ebbing, missouri"
1737,2018,lead_actor,True,gary oldman
1738,2018,lead_actor,False,timothee chalamet
1739,2018,lead_actor,False,daniel day-lewis
1740,2018,lead_actor,False,daniel kaluuya
1741,2018,lead_actor,False,danzel washington
1742,2018,lead_actress,True,frances mcdormand
1743,2018,lead_actress,False,sally hawkins
1744,2018,lead_actress,False,margot robbie
1745,2018,lead_actress,False,saoirse ronan
1746,2018,lead_actress,False,meryl streep
1747,2018,supporting_actor,True,gary oldman
1748,2018,supporting_actor,False,timothee chalamet
1749,2018,supporting_actor,False,daniel day-lewis
1750,2018,supporting_actor,False,daniel kaluuya
1751,2018,supporting_actor,False,danzel washington
1752,2018,supporting_actress,True,frances mcdormand
1753,2018,supporting_actress,False,sally hawkins
1754,2018,supporting_actress,False,margot robbie
1755,2018,supporting_actress,False,saoirse ronan
1756,2018,supporting_actress,False,meryl streep
1757,2019,best_picture,True,green book
1758,2019,best_picture,False,black panther
1759,2019,best_picture,False,blackkklansman
1760,2019,best_picture,False,bohemian rhaspody
1761,2019,best_picture,False,the favourite
1762,2019,best_picture,False,roma
1763,2019,best_picture,False,a star is born
1764,2019,best_picture,False,vice
1765,2019,lead_actor,True,rami malek
1766,2019,lead_actor,False,christian bale
1767,2019,lead_actor,False,bradley cooper
1768,2019,lead_actor,False,willem dafoe
1769,2019,lead_actor,False,viggo mortensen
1770,2019,lead_actress,True,olivia coleman
1771,2019,lead_actress,False,yalitza aparicio
1772,2019,lead_actress,False,glenn close
1773,2019,lead_actress,False,lady gaga
1774,2019,lead_actress,False,melissa mccarthy
1775,2019,supporting_actor,True,mahershala ali
1776,2019,supporting_actor,False,adam driver
1777,2019,supporting_actor,False,sam elliott
1778,2019,supporting_actor,False,richard e. grant
1779,2019,supporting_actor,False,sam rockwell
1780,2019,supporting_actress,True,regina king
1781,2019,supporting_actress,False,amy adams
1782,2019,supporting_actress,False,marina de tavira
1783,2019,supporting_actress,False,emma stone
1784,2019,supporting_actress,False,rachel weisz
1785,2020,best_picture,False,ford v ferrari
1786,2020,best_picture,False,the irishman
1787,2020,best_picture,False,jojo rabbit
1788,2020,best_picture,False,joker
1789,2020,best_picture,False,little woman
1790,2020,best_picture,False,marriage story
1791,2020,best_picture,False,1917
1792,2020,best_picture,False,once upon a time in hollywood
1793,2020,best_picture,False,parasite
1794,2020,lead_actor,False,antonio banderas
1795,2020,lead_actor,False,leonardo dicaprio
1796,2020,lead_actor,False,adam driver
1797,2020,lead_actor,False,joaquin phoenix
1798,2020,lead_actor,False,jonathan pryce
1799,2020,lead_actress,False,cynthia erivo
1800,2020,lead_actress,False,scarlett johansson
1801,2020,lead_actress,False,saoirse ronan
1802,2020,lead_actress,False,charlize theron
1803,2020,lead_actress,False,renee zellweger
1804,2020,supporting_actor,False,tom hanks
1805,2020,supporting_actor,False,anthony hopkins
1806,2020,supporting_actor,False,al pacino
1807,2020,supporting_actor,False,joe pesci
1808,2020,supporting_actor,False,brad pitt
1809,2020,supporting_actress,False,kathy bates
1810,2020,supporting_actress,False,laura dern
1811,2020,supporting_actress,False,scarlett johansson
1812,2020,supporting_actress,False,florence pugh
1813,2020,supporting_actress,False,margot robbie
